,S.NO,Insurance Name,Age,Profile,Government/Private,Health Condition,Coverage
1167,1167,Care Freedom for Diabetes by Care Health by Care Health,18-75,Self and Spouse and 1Kid,Private,Diabetes,1000000
1168,1168,Care Supreme(Senior Super) by Care Health,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1169,1169,Care Supreme(Senior Premium) by Care Health,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1170,1170,Care Plus by Care Health,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1171,1171,Care Freedom by Care Health,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1172,1172,Care Freedom for Diabetes by Care Health by Care Health,18-75,Self and Spouse and 1Kid,Private,Hypertension,1000000
1173,1173,Care Supreme(Senior Super) by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1174,1174,Care Supreme(Senior Premium) by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1175,1175,Care Plus by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1176,1176,Care Freedom by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1177,1177,Care Heart by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1178,1178,Care Freedom for Diabetes by Care Health by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1179,1179,Care Supreme Direct by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1180,1180,NCB Super Premium by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,1000000
1181,1181,Care Supreme(Senior Super) by Care Health,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1182,1182,Care Supreme(Senior Premium) by Care Health,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1183,1183,Care Plus by Care Health,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1184,1184,Care Freedom by Care Health,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1185,1185,Care Freedom for Diabetes by Care Health by Care Health,18-75,Self and Spouse and 2Kids,Private,Diabetes,1000000
1186,1186,Care Supreme(Senior Super) by Care Health,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1187,1187,Care Supreme(Senior Premium) by Care Health,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1188,1188,Care Plus by Care Health,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1189,1189,Care Freedom by Care Health,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1190,1190,Care Freedom for Diabetes by Care Health by Care Health,18-75,Self and Spouse and 2Kids,Private,Hypertension,1000000
1191,1191,Care Supreme Direct by Care Health,18-75,Parents,Private,Others,1000000
1192,1192,NCB Super Premium by Care Health,18-40,Parents,Private,Others,1000000
1193,1193,Care Plus by Care Health,18-40,Parents,Private,Others,1000000
1194,1194,Care Supreme  by Care Health,18-40,Parents,Private,Others,1000000
1195,1195,Care Heart by Care Health,18-40,Parents,Private,Others,1000000
1196,1196,Care Plus by Care Health,18-40,Parents,Private,Diabetes,1000000
1197,1197,Care Heart by Care Health,18-40,Parents,Private,Diabetes,1000000
1198,1198,Care Plus by Care Health,18-40,Parents,Private,Hypertension,1000000
1199,1199,Care Heart by Care Health,18-40,Parents,Private,Hypertension,1000000
1200,1200,Care Supreme Direct by Care Health,18-60,Senior Citizen,Private,Others,1000000
1201,1201,NCB Super Premium by Care Health,18-60,Senior Citizen,Private,Others,1000000
1202,1202,Care Plus by Care Health,18-60,Senior Citizen,Private,Others,1000000
1203,1203,Care Supreme by Care Health,18-60,Senior Citizen,Private,Others,1000000
1204,1204,Care Freedom by Care Health,18-60,Senior Citizen,Private,Others,1000000
1205,1205,Care Heart by Care Health,18-60,Senior Citizen,Private,Others,1000000
1206,1206,Care Freedom for Diabetes by Care Health by Care Health,18-60,Senior Citizen,Private,Others,1000000
1207,1207,Care Senior 45+ by Care Health,18-60,Senior Citizen,Private,Others,1000000
1208,1208,Care Plus by Care Health,18-60,Senior Citizen,Private,Diabetes,1000000
1209,1209,Care Freedom by Care Health,18-60,Senior Citizen,Private,Diabetes,1000000
1210,1210,Care Heart by Care Health,18-60,Senior Citizen,Private,Diabetes,1000000
1211,1211,Care Freedom for Diabetes by Care Health by Care Health,18-60,Senior Citizen,Private,Diabetes,1000000
1212,1212,NCB Super Premium by Care Health,18-75,Self,Private,Others,2000000
1213,1213,Care by Care Health,61-75,Self,Private,Others,2000000
1214,1214,NCB Super Premium by Care Health,18-75,Self and Spouse,Private,Others,2000000
1215,1215,Care by Care Health,18-75,Self and Spouse,Private,Others,2000000
1216,1216,NCB Super Premium by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,2000000
1217,1217,Care by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,2000000
1218,1218,NCB Super Premium by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,2000000
1219,1219,Care by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,2000000
1220,1220,NCB Super Premium by Care Health,18-75,Parents,Private,Others,2000000
1221,1221,Care by Care Health,18-75,Parents,Private,Others,2000000
1222,1222,NCB Super Premium by Care Health,18-75,Senior Citizen,Private,Others,2000000
1223,1223,Care by Care Health,18-75,Senior Citizen,Private,Others,2000000
1224,1224,NCB Super Premium by Care Health,18-75,Self,Private,Others,3000000
1225,1225,Care by Care Health,61-75,Self,Private,Others,3000000
1226,1226,NCB Super Premium by Care Health,18-75,Self and Spouse,Private,Others,3000000
1227,1227,Care by Care Health,18-75,Self and Spouse,Private,Others,3000000
1228,1228,NCB Super Premium by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,3000000
1229,1229,Care by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,3000000
1230,1230,NCB Super Premium by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,3000000
1231,1231,Care by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,3000000
1232,1232,NCB Super Premium by Care Health,18-75,Parents,Private,Others,3000000
1233,1233,Care by Care Health,18-75,Parents,Private,Others,3000000
1234,1234,NCB Super Premium by Care Health,18-75,Senior Citizen,Private,Others,3000000
1235,1235,Care by Care Health,18-75,Senior Citizen,Private,Others,3000000
1236,1236,Care Supreme Direct by Care Health,18-60,Self,Private,Others,5000000
1237,1237,NCB Super Premium by Care Health,18-75,Self,Private,Others,5000000
1238,1238,Care Advantage by Care Health,18-75,Self,Private,Others,5000000
1239,1239,Care by Care Health,61-75,Self,Private,Others,5000000
1240,1240,Care Supreme by Care Health,18-60,Self,Private,Others,5000000
1241,1241,Care Supreme Direct by Care Health,18-60,Self and Spouse,Private,Others,5000000
1242,1242,NCB Super Premium by Care Health,18-75,Self and Spouse,Private,Others,5000000
1243,1243,Care Advantage by Care Health,18-75,Self and Spouse,Private,Others,5000000
1244,1244,Care by Care Health,18-75,Self and Spouse,Private,Others,5000000
1245,1245,Care Supreme by Care Health,18-60,Self and Spouse,Private,Others,5000000
1246,1246,Care Supreme Direct by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,5000000
1247,1247,NCB Super Premium by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,5000000
1248,1248,Care Advantage by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,5000000
1249,1249,Care by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,5000000
1250,1250,Care Supreme by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,5000000
1251,1251,Care Supreme Direct by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,5000000
1252,1252,NCB Super Premium by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,5000000
1253,1253,Care Advantage by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,5000000
1254,1254,Care by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,5000000
1255,1255,Care Supreme by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,5000000
1256,1256,Care Supreme Direct by Care Health,18-60,Parents,Private,Others,5000000
1257,1257,NCB Super Premium by Care Health,18-75,Parents,Private,Others,5000000
1258,1258,Care Advantage by Care Health,18-75,Parents,Private,Others,5000000
1259,1259,Care by Care Health,18-75,Parents,Private,Others,5000000
1260,1260,Care Supreme by Care Health,18-60,Parents,Private,Others,5000000
1261,1261,Care Supreme Direct by Care Health,18-60,Senior Citizen,Private,Others,5000000
1262,1262,NCB Super Premium by Care Health,18-75,Senior Citizen,Private,Others,5000000
1263,1263,Care Advantage by Care Health,18-75,Senior Citizen,Private,Others,5000000
1264,1264,Care by Care Health,18-75,Senior Citizen,Private,Others,5000000
1265,1265,Care Supreme by Care Health,18-60,Senior Citizen,Private,Others,5000000
1266,1266,Care Supreme Direct by Care Health,18-60,Self,Private,Others,10000000
1267,1267,Care Supreme by Care Health,18-60,Self,Private,Others,10000000
1268,1268,Care Global with Global Coverage by Care Health,18-60,Self,Private,Others,10000000
1269,1269,Care Advantage by Care Health,18-75,Self,Private,Others,10000000
1270,1270,Care Supreme Direct by Care Health,18-60,Self and Spouse,Private,Others,10000000
1271,1271,Care Supreme by Care Health,18-60,Self and Spouse,Private,Others,10000000
1272,1272,Care Global with Global Coverage by Care Health,18-60,Self and Spouse,Private,Others,10000000
1273,1273,Care Advantage by Care Health,18-75,Self and Spouse,Private,Others,10000000
1274,1274,Care Supreme Direct by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,10000000
1275,1275,Care Supreme by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,10000000
1276,1276,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,10000000
1277,1277,Care Advantage by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,10000000
1278,1278,Care Supreme Direct by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,10000000
1279,1279,Care Supreme by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,10000000
1280,1280,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,10000000
1281,1281,Care Advantage by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,10000000
1282,1282,Care Supreme Direct by Care Health,18-60,Parents,Private,Others,10000000
1283,1283,Care Supreme by Care Health,18-60,Parents,Private,Others,10000000
1284,1284,Care Global with Global Coverage by Care Health,18-60,Parents,Private,Others,10000000
1285,1285,Care Advantage by Care Health,18-75,Parents,Private,Others,10000000
1286,1286,Care Supreme Direct by Care Health,18-60,Senior Citizen,Private,Others,10000000
1287,1287,Care Supreme by Care Health,18-60,Senior Citizen,Private,Others,10000000
1288,1288,Care Global with Global Coverage by Care Health,18-60,Senior Citizen,Private,Others,10000000
1289,1289,Care Advantage by Care Health,18-75,Senior Citizen,Private,Others,10000000
1290,1290,Care Global with Global Coverage by Care Health,18-60,Self,Private,Others,20000000
1291,1291,Care Advantage by Care Health,18-75,Self,Private,Others,20000000
1292,1292,Care Global with Global Coverage by Care Health,18-60,Self and Spouse,Private,Others,20000000
1293,1293,Care Advantage by Care Health,18-75,Self and Spouse,Private,Others,20000000
1294,1294,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,20000000
1295,1295,Care Advantage by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,20000000
1296,1296,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,20000000
1297,1297,Care Advantage by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,20000000
1298,1298,Care Global with Global Coverage by Care Health,18-60,Parents,Private,Others,20000000
1299,1299,Care Advantage by Care Health,18-75,Parents,Private,Others,20000000
1300,1300,Care Global with Global Coverage by Care Health,18-60,Senior Citizen,Private,Others,20000000
1301,1301,Care Advantage by Care Health,18-75,Senior Citizen,Private,Others,20000000
1302,1302,Care Global with Global Coverage by Care Health,18-60,Self,Private,Others,60000000
1303,1303,Care Advantage by Care Health,18-75,Self,Private,Others,60000000
1304,1304,Care Global with Global Coverage by Care Health,18-60,Self and Spouse,Private,Others,60000000
1305,1305,Care Advantage by Care Health,18-75,Self and Spouse,Private,Others,60000000
1306,1306,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 1Kid,Private,Others,60000000
1307,1307,Care Advantage by Care Health,18-75,Self and Spouse and 1Kid,Private,Others,60000000
1308,1308,Care Global with Global Coverage by Care Health,18-60,Self and Spouse and 2Kids,Private,Others,60000000
1309,1309,Care Advantage by Care Health,18-75,Self and Spouse and 2Kids,Private,Others,60000000
1310,1310,Care Global with Global Coverage by Care Health,18-60,Parents,Private,Others,60000000
1311,1311,Care Advantage by Care Health,18-75,Parents,Private,Others,60000000
1312,1312,Care Global with Global Coverage by Care Health,18-60,Senior Citizen,Private,Others,60000000
1313,1313,Care Advantage by Care Health,18-75,Senior Citizen,Private,Others,60000000
1314,1314,Flexi Health by Cholamandalam,18-65,Self,Private,Hypertension,500000
1315,1315,Flexi Health by Cholamandalam,18-65,Self,Private,Diabetes,500000
1316,1316,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Hypertension,500000
1317,1317,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Diabetes,500000
1318,1318,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Hypertension,500000
1319,1319,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Diabetes,500000
1320,1320,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Hypertension,500000
1321,1321,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Diabetes,500000
1322,1322,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Hypertension,500000
1323,1323,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Diabetes,500000
1324,1324,Flexi Health by Cholamandalam,18-65,Self,Private,Hypertension,1000000
1325,1325,Flexi Health by Cholamandalam,18-65,Self,Private,Diabetes,1000000
1326,1326,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Hypertension,1000000
1327,1327,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Diabetes,1000000
1328,1328,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Hypertension,1000000
1329,1329,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Diabetes,1000000
1330,1330,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Hypertension,1000000
1331,1331,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Diabetes,1000000
1332,1332,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Hypertension,1000000
1333,1333,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Diabetes,1000000
1334,1334,Flexi Health by Cholamandalam,18-65,Self,Private,Hypertension,2000000
1335,1335,Flexi Health by Cholamandalam,18-65,Self,Private,Diabetes,2000000
1336,1336,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Hypertension,2000000
1337,1337,Flexi Health by Cholamandalam,18-65,Self and Spouse,Private,Diabetes,2000000
1338,1338,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Hypertension,2000000
1339,1339,Flexi Health by Cholamandalam,18-65,Self and Spouse and 1Kid,Private,Diabetes,2000000
1340,1340,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Hypertension,2000000
1341,1341,Flexi Health by Cholamandalam,18-65,Self and Spouse and 2Kids,Private,Diabetes,2000000
1342,1342,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Hypertension,2000000
1343,1343,Flexi Health by Cholamandalam,18-65,Senior Citizen,Private,Diabetes,2000000
1344,1344,Next Gen by Rayal Sundharam,18-75,Self,Private,Diabetes,500000
1345,1345,Lifeline Supreme by Rayal Sundharam,18-55,Self,Private,Diabetes,500000
1346,1346,Next Gen by Rayal Sundharam,18-75,Self,Private,Hypertension,500000
1347,1347,Lifeline Supreme by Rayal Sundharam,18-60,Self,Private,Hypertension,500000
1348,1348,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Diabetes,500000
1349,1349,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse,Private,Diabetes,500000
1350,1350,Next Gen by Rayal Sundharam,18-75,Self and Spouse,Private,Hypertension,500000
1351,1351,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse,Private,Hypertension,500000
1352,1352,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Diabetes,500000
1353,1353,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 1Kid,Private,Diabetes,500000
1354,1354,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Hypertension,500000
1355,1355,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 1Kid,Private,Hypertension,500000
1356,1356,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Diabetes,500000
1357,1357,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 2Kids,Private,Diabetes,500000
1358,1358,Next Gen by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Hypertension,500000
1359,1359,Lifeline Supreme by Rayal Sundharam,18-55,Self and Spouse and 2Kids,Private,Hypertension,500000
1360,1360,Next Gen by Rayal Sundharam,18-75,Parents,Private,Diabetes,500000
1361,1361,Lifeline Supreme by Rayal Sundharam,18-50,Parents,Private,Diabetes,500000
1362,1362,Next Gen by Rayal Sundharam,18-75,Parents,Private,Hypertension,500000
1363,1363,Lifeline Supreme by Rayal Sundharam,18-55,Parents,Private,Hypertension,500000
1364,1364,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Diabetes,500000
1365,1365,Lifeline Supreme by Rayal Sundharam,18-50,Senior Citizen,Private,Diabetes,500000
1366,1366,Next Gen by Rayal Sundharam,18-75,Senior Citizen,Private,Hypertension,500000
1367,1367,Lifeline Supreme by Rayal Sundharam,18-55,Senior Citizen,Private,Hypertension,500000
1368,1368,Star Comprehensive by Star,18-75,Self,Private,Diabetes,500000
1369,1369,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,500000
1370,1370,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Diabetes,500000
1371,1371,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,500000
1372,1372,Star Comprehensive with PED Buyback Rider by Star,18-75,Self,Private,Diabetes,500000
1373,1373,Diabetes Safe Plan-B by Star by Star,18-75,Self,Private,Diabetes,500000
1374,1374,Star Comprehensive by Star,18-75,Self,Private,Hypertension,500000
1375,1375,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,500000
1376,1376,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,500000
1377,1377,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,500000
1378,1378,Star Comprehensive with PED Buyback Rider by Star,18-75,Self,Private,Hypertension,500000
1379,1379,Star Comprehensive by Star,18-75,Self and Spouse,Private,Diabetes,500000
1380,1380,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Diabetes,500000
1381,1381,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Diabetes,500000
1382,1382,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Diabetes,500000
1383,1383,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse,Private,Diabetes,500000
1384,1384,Diabetes Safe Plan-B by Star by Star,18-65,Self and Spouse,Private,Diabetes,500000
1385,1385,Woman care by Star,18-75,Self and Spouse,Private,Diabetes,500000
1386,1386,Star Comprehensive by Star,18-75,Self and Spouse,Private,Hypertension,500000
1387,1387,Young Star Silver Plan by Star,18-40,Self and Spouse,Private,Hypertension,500000
1388,1388,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse,Private,Hypertension,500000
1389,1389,Young Star Gold Plan by Star,18-40,Self and Spouse,Private,Hypertension,500000
1390,1390,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse,Private,Hypertension,500000
1391,1391,Woman care by Star,18-75,Self and Spouse,Private,Hypertension,500000
1392,1392,Star Comprehensive by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,500000
1393,1393,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,500000
1394,1394,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,500000
1395,1395,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Diabetes,500000
1396,1396,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,500000
1397,1397,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Diabetes,500000
1398,1398,Star Comprehensive by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,500000
1399,1399,Young Star Silver Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,500000
1400,1400,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,500000
1401,1401,Young Star Gold Plan by Star,18-40,Self and Spouse and 1Kid,Private,Hypertension,500000
1402,1402,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,500000
1403,1403,Woman care by Star,18-75,Self and Spouse and 1Kid,Private,Hypertension,500000
1404,1404,Star Comprehensive by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,500000
1405,1405,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,500000
1406,1406,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,500000
1407,1407,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Diabetes,500000
1408,1408,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,500000
1409,1409,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Diabetes,500000
1410,1410,Star Comprehensive by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,500000
1411,1411,Young Star Silver Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,500000
1412,1412,Star Health Assure Insurance Policy by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,500000
1413,1413,Young Star Gold Plan by Star,18-40,Self and Spouse and 2Kids,Private,Hypertension,500000
1414,1414,Star Comprehensive with PED Buyback Rider by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,500000
1415,1415,Woman care by Star,18-75,Self and Spouse and 2Kids,Private,Hypertension,500000
1416,1416,Star Comprehensive by Star,18-75,Parents,Private,Diabetes,500000
1417,1417,Star Health Assure Insurance Policy by Star,18-75,Parents,Private,Diabetes,500000
1418,1418,Star Comprehensive with PED Buyback Rider by Star,18-75,Parents,Private,Diabetes,500000
1419,1419,Diabetes Safe Plan-B by Star by Star,18-40,Parents,Private,Diabetes,500000
1420,1420,Star Comprehensive by Star,18-75,Parents,Private,Hypertension,500000
1421,1421,Star Health Assure Insurance Policy by Star,18-75,Parents,Private,Hypertension,500000
1422,1422,Star Comprehensive with PED Buyback Rider by Star,18-75,Parents,Private,Hypertension,500000
1423,1423,Senior Citizen Red Carpet by Star,18-75,Senior Citizen,Private,Diabetes,500000
1424,1424,Star Comprehensive by Star,18-75,Senior Citizen,Private,Diabetes,500000
1425,1425,Star Health Assure Insurance Policy by Star,18-75,Senior Citizen,Private,Diabetes,500000
1426,1426,Star Comprehensive with PED Buyback Rider by Star,18-75,Senior Citizen,Private,Diabetes,500000
1427,1427,Diabetes Safe Plan-B by Star by Star,18-40,Senior Citizen,Private,Diabetes,500000
1428,1428,Senior Citizen Red Carpet by Star,18-75,Senior Citizen,Private,Hypertension,500000
1429,1429,Star Comprehensive by Star,18-75,Senior Citizen,Private,Hypertension,500000
1430,1430,Star Health Assure Insurance Policy by Star,18-75,Senior Citizen,Private,Hypertension,500000
1431,1431,Star Comprehensive with PED Buyback Rider by Star,18-75,Senior Citizen,Private,Hypertension,500000
1432,1432,Arogya Sanjeevani by Rayal Sundharam,18-75,Self,Private,Others,500000
1433,1433,Arogya Sanjeevani by Rayal Sundharam,18-75,Self and Spouse and 1Kid,Private,Others,500000
1434,1434,Arogya Sanjeevani by Rayal Sundharam,18-75,Self and Spouse and 2Kids,Private,Others,500000
1435,1435,Arogya Sanjeevani by Rayal Sundharam,18-75,Self and Spouse,Private,Others,500000
1436,1436,Lifeline Supreme by Rayal Sundharam,18-75,Parents,Private,Others,500000
1437,1437,Medi Classic by Star,18-75,Self,Private,Others,500000
1438,1438,Family Health Optima by Star,18-75,Self and Spouse,Private,Others,500000
1439,1439,Family Health Optima by Star,18-75,Self and Spouse and 1Kid,Private,Others,500000
1440,1440,Family Health Optima by Star,18-75,Self and Spouse and 2Kids,Private,Others,500000
1441,1441,Family Health Optima by Star,18-75,Parents,Private,Others,500000
1442,1442,Medi Classic by Star,18-75,Senior Citizen,Private,Others,500000
1443,1443,Arogya Supreme by SBI,18-75,Self and Spouse and 2Kids,Private,Others,500000
1444,1444,Arogya Supreme by SBI,18-75,Self,Private,Others,500000
1445,1445,Arogya Supreme by SBI,18-75,Self and Spouse and 1Kid,Private,Others,500000
1446,1446,Arogya Supreme by SBI,18-75,Self and Spouse,Private,Others,500000
1447,1447,Diabetes Safe Plan-B by Star by Star,18-65,Self,Private,Diabetes,300000
1448,1448,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,300000
1449,1449,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,300000
1450,1450,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,300000
1451,1451,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,300000
1452,1452,Star Health Assure Insurance Policy by Star,18-40,Self,Private,Diabetes,1000000
1453,1453,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,1000000
1454,1454,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,1000000
1455,1455,Diabetes Safe Plan-B by Star by Star,18-40,Self,Private,Diabetes,1000000
1456,1456,Star Health Assure Insurance Policy by Star,18-65,Self,Private,Diabetes,1000000
1457,1457,Diabetes Safe Plan-B by Star by Star,18-75,Self,Private,Diabetes,1000000
1458,1458,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,1000000
1459,1459,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,1000000
1460,1460,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,1000000
1461,1461,Star Premier by Star,18-75,Self,Private,Others,2000000
1462,1462,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Diabetes,2000000
1463,1463,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,2000000
1464,1464,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,2000000
1465,1465,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Diabetes,2000000
1466,1466,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,2000000
1467,1467,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,5000000
1468,1468,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Diabetes,10000000
1469,1469,Young Star Silver Plan by Star,18-40,Self,Private,Diabetes,10000000
1470,1470,Young Star Gold Plan by Star,18-40,Self,Private,Diabetes,10000000
1471,1471,Star Health Assure Insurance Policy by Star,18-65,Self,Private,Diabetes,20000000
1472,1472,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,300000
1473,1473,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,300000
1474,1474,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,1000000
1475,1475,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,1000000
1476,1476,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,1000000
1477,1477,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,2000000
1478,1478,Young Star Silver Plan by Star,18-40,Self,Private,Hypertension,2000000
1479,1479,Young Star Gold Plan by Star,18-40,Self,Private,Hypertension,2000000
1480,1480,Star Health Assure Insurance Policy by Star,18-75,Self,Private,Hypertension,5000000
